,SongName,ArtistName
2889,Passion,PinkPantheress
"2890,Desencuentro,""Residente, Soko"""
2891,Beautiful (feat. Helen),Todiefor
"2892,Cold Heart - PNAU Remix,""Elton John, Dua Lipa"""
2893,Bezos I,Bo Burnham
2894,Siempre a Tu Lado,Nueva Marca
2895,Under the water,Tamir
2896,I Love You So,The Walters
2897,masquerade,Siouxxie
"2898,Body,""Sean Paul, Migos"""
2899,Sobrio,Maluma
2900,Feel Like God !*,VVS
"2901,Bestie,""23, Adrijana"""
2902,Joh Es Pa Fuera Que Vas,Macario Mejia
"2903,HOT DEMON B!TCHES NEAR U ! ! !,""CORPSE, Night Lovell"""
2904,Κ. Kin la belle,Damso
"2905,Я буду ебать,""Moreart, IHI"""
"2906,Fiel,""Los Legendarios, Wisin, Jhay Cortez"""
2907,Ride the Lightning - 717 Tapes,Warren Zeiders
2908,Họ Yêu Ai Mất Rồi - Lofi Version,Doãn Hiếu
2909,Shape of You - Latin Version,NEY
"2910,Iko Iko (My Bestie),""Justin Wellington, Small Jam"""
2911,Runaway,AURORA
2912,One By One,Hans Nayna
2913,ASAP,STAYC
2914,Como Estrellas,LA YOUNG
2915,Baila Conmigo (with Rauw Alejandro),Selena Gomez
2916,Two Years Clear,Idi Akz
2917,Hadal Ahbek,Issam Alnajjar
2918,Black Out Days - Future Islands Remix,Phantogram
"2919,Hẹn Gặp Em Dưới Ánh Trăng,""MANBO, HIEUTHUHAI, HURRYKNG"""
2920,Washing Machine Heart,Mitski
2921,Bērni,ansis
"2922,Famima Rap,""Matt Cab, MIYACHI"""
2923,Amnesia,La Santa Grifa
2924,Black Magic,Jonasu
2925,Strange,Celeste
"2926,Nabız,""Burak Bulut, Kurtuluş Kuş"""
2927,Burning Pile,Mother Mother
2928,Sinä päivänä kun kaikki rakastaa mua,Danny
2929,telepatía,Kali Uchis
2930,I'm not Pretty,JESSIA
2931,deja vu,Olivia Rodrigo
2932,My Kind Of Woman,Mac DeMarco
2933,Моя голова винтом (My head is spinning like a screw),kostromin
2934,Baila Conmigo (with Rauw Alejandro),Selena Gomez
2935,bye bye,Oscar Anton
"2936,TURRA,""Cazzu, Alan Gomez"""
2937,Hino da Sociedade Esportiva Palmeiras,Orquestra e Coro Cid (Flabanda)
2938,The Perfect Girl,Mareux
"2939,Nobody But You,""Sonder, Jorja Smith"""
"2940,Chivirika,""El Villanord, Yailin la Mas Viral"""
2941,Castaways,The Backyardigans
"2942,La Última Vez,""Anuel AA, Bad Bunny"""
2943,Love Tonight - Edit,Shouse
2944,LIVIDI SUI GOMITI,Måneskin
2945,Fairytale - e-single version,Alexander Rybak
2946,Soon,Naima Joris
2947,Welcome To Brixton,SR
2948,spy?,WHOKILLEDXIX
2949,TRYBUNA MAŁPOLUDU,Spięty
2950,WHOLE LOTTA MONEY,BIA
2951,Heartbreak Anniversary,Giveon
2952,Lot To Learn,Vivid Color
2953,Dönersen Islık Çal,Manuş Baba
2954,Jealous,Eyedress
2955,อย่าเป็นฉันเลย Tyrion,Uncle Ben
"2956,Dangerous,""Kardinal Offishall, Akon"""
2957,Tokyo,Leat'eq
2958,Rampampam,Minelli
2959,You're Perfect,Charly Black
2960,Tomboy,Destiny Rogers
2961,Memories (feat. Kid Cudi) - 2021 Remix,David Guetta
2962,Morirò da Re,Måneskin
2963,Me dicen wey La tienes que superar,Elias Ayaviri
2964,Sukupolvien unelma ft. Repliikki (Huuhkajat EM-2021),Niila
2965,Crying in the Club,Camila Cabello
2966,Bang!,AJR
"2967,Bandido,""Myke Towers, Juhn"""
2968,Castaways,The Backyardigans
2969,Stand Up (From Harriet),Cynthia Erivo
2970,RUSSIAN WOMAN,Manizha
2971,REFLECT,Gawr Gura
"2972,Бигасс,""SODA LUV, WHY, BERRY"""
"2973,Minefields,""Faouzia, John Legend"""
2974,deja vu,Olivia Rodrigo
2975,When This Rain Stops,WENDY
2976,Ani Kuni,Polo & Pan
2977,durag activity (with Travis Scott),Baby Keem
"2978,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,""Riton, Nightcrawlers"""
2979,What’s Next,Drake
2980,Surma,Aamir Khan
2981,Don't (feat. RM),eAeon
2982,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER
2983,Tú Me Quieres Más,Techy Fatule
2984,FEVER,ENHYPEN
2985,Bad Habits,Ed Sheeran
2986,Thê Lương,Phúc Chinh
2987,double take,dhruv
2988,East of Eden,Zella Day
2989,Know Me Too Well (with Danna Paola),New Hope Club
2990,Reckless,Madison Beer
2991,Aloha,CHO JUNG SEOK
2992,Can I Have the Day With You (feat. Michelle),Sam Ock
2993,Your Man,Josh Turner
2994,As the World Caves In,Sarah Cothran
2995,BYE,Jaden
2996,Pillars,My Anh
2997,Gái Độc Thân,Tlinh
2998,Renegade (feat. Taylor Swift),Big Red Machine
"2999,Letter to Jarad,""LRN Slime, Shiloh Dynasty"""
